id,y
7732,528.9769842049436
3999,272.0013500766247
2023,203.44247088428443
537,156.1250725837877
4328,289.3402948508817
1272,177.55699612977205
729,161.3153226527927
2487,214.27792482175158
2805,224.6867480999261
4911,310.6887016644353
4348,291.80739782703085
3872,265.1852990423722
8068,586.1973408270306
5926,374.30493625235795
8470,663.7504133895629
2409,213.66404981301483
6324,394.45805480871695
270,148.81075884240403
5195,338.6115740992418
2698,218.0401469579741
8268,616.5876600680829
7025,460.06425706811376
7977,572.7125892736693
6463,408.3265721333868
7989,592.97898475599
1530,186.7160706846734
4053,274.4808188301893
2516,214.22323963325272
5385,353.2907540379205
7125,465.1794838631072
2003,200.3158529856624
3165,239.02688455195158
5221,335.2426085137554
4060,270.2769768659184
6907,445.3035218041484
319,148.83923188714317
4963,317.65414207744556
2786,223.5474118272234
2157,204.14580996796747
6008,374.55106995969237
3367,245.8919526623926
90,140.45383752892715
7810,542.9804167335687
2052,203.7471988485143
8484,677.5759373684859
5620,365.3206648344692
1167,172.3821009269551
524,154.46190368834516
4741,304.8962941546763
4652,307.41041317028885
7721,530.2574380245392
3195,239.5249929673928
7246,486.56912592817423
3697,258.7033635156075
6607,411.72442056486017
7629,523.9102604395076
3076,234.85782938208118
5127,325.43027322076335
2524,213.50857497386556
5253,336.96511172751946
2090,205.61464674186416
2952,229.21460095341644
6618,421.1154250950504
5453,347.1919229125232
5542,354.5782747204747
214,144.2681696530913
4806,310.7854753836217
3877,265.75581713325886
628,156.94137361722085
3879,269.95590564539805
430,147.93460056666206
6557,416.1388395491671
4976,311.6789170305601
5159,331.4488227436931
7255,494.35942657744
3584,255.093724997589
7706,532.7484860316821
445,151.42861344231864
4237,284.02081409386653
3965,268.9084481493801
8909,855.927900636284
845,166.42058924505005
8053,580.4927901953789
8669,743.3639961072327
1544,186.07986127354366
7540,509.4394494076084
8884,837.9049732025982
3059,233.96545036342212
8291,621.0227055971138
846,166.4578159711794
2010,201.50383203447845
2271,207.5706437027588
2374,212.49012593516983
2375,215.14643032292992
4168,284.2045707571307
8839,815.0321904773103
2496,213.23271324010545
2471,214.23290562520654
7249,478.4046718582586
6601,426.73026594542665
3318,244.305811711738
3731,260.40321970700506
4554,295.0898365193252
151,143.6184056393692
7901,557.9018505713852
7478,506.27748999516064
4036,276.71450068287203
4367,287.6808349886527
4977,318.1475943145226
6356,411.13850163265454
1511,181.24083636853294
1380,178.60694111202935
3264,240.46900189169816
237,145.143462680703
6709,437.0952877923193
3250,241.4324109308322
6617,428.2600778867229
6902,445.7025250055286
6094,382.066334148578
4531,296.4722436119713
4149,276.1125508359665
5853,368.56753380358043
1209,174.99714643299768
8240,608.1918590436512
5466,345.5578912731485
6512,417.8454832755824
2323,209.0337860089208
2138,203.0758424871206
1752,191.2231792731995
5571,353.56650686060254
2490,214.2661535464933
6800,439.1889095212102
2016,201.97052667836525
7474,506.8872888731876
8740,778.5798230800442
5622,352.87469669811674
4349,288.60464706116176
3587,256.5657750862498
8770,782.5328345696797
8638,737.5696811768419
1269,173.830619294344
5463,353.57387228581786
4690,301.5505582931221
5416,347.33606625998414
1731,192.6685645187302
501,151.92215818325496
5499,339.58644952596654
8499,687.296359528775
2954,226.63900962409917
5805,366.6686175778223
6213,391.9239546273792
1351,179.64346971732473
8177,596.8411786297157
5329,337.6438237541761
2286,213.786382872135
7894,555.3364517742325
1529,186.6221120806943
3681,260.0619852709747
4916,316.7933885158054
6487,420.51310344998774
1207,176.14683263865828
2757,225.26238556561995
5240,323.6234599988908
6364,402.61691026265555
7716,527.7913236016243
5452,343.4918877943056
3370,246.91253202996026
4926,306.9409246435755
2662,219.82804993700253
4944,319.4269076687676
6214,391.3152577210469
2149,204.35274341580157
6130,384.7973556898522
4790,316.3373180826619
3166,238.07469871150607
2855,228.19628761936258
5412,347.2163993774916
2926,228.43002726593085
8603,727.4402156025855
762,162.48584904687323
3629,256.2932948035352
8227,612.8624998300729
2163,204.2910609568039
4346,287.72189017931817
8855,833.9676328662706
3928,269.2040612016283
3116,235.12837267108648
6637,420.53089445042883
3292,240.9187936016674
6450,406.98968682189536
4074,276.9855989451398
3682,256.21794334803656
8131,590.064698957448
3590,253.5201963685934
6959,450.76987834497345
8772,796.8029109856365
1160,170.05740142219534
8949,888.4931837309471
296,148.88495979588106
906,167.64022510571647
8702,763.0598287074803
5593,355.07491381579035
3511,250.50614101797265
6901,444.6341037137403
1600,191.61160677077567
4684,304.64520245128375
6633,423.0196708663105
6126,387.28855750691343
2106,205.01559594823223
8317,631.000011843423
8057,579.082267741889
4429,293.5994119997876
6437,413.34676802724096
48,137.7911854885788
8700,760.3792814141098
2032,202.82313263389
6974,444.5857247573178
7053,459.90026798303023
8273,621.942170291685
3473,252.22528639838325
1636,187.59790337744852
8956,896.9235821330651
4667,303.01986419032886
3806,264.4110522011038
1396,178.79071556048547
8006,572.7902482764514
5449,347.49103217720835
7692,526.2945123091852
5275,330.2986785046373
7635,518.1302076659664
5001,320.78499818610817
5928,374.99145095590507
5555,354.1739089685466
4957,321.39205006327546
1819,195.21551565399113
5670,358.469368823075
5604,374.1188827470612
2763,223.57580368391916
870,166.17879523271677
4368,287.1710863684883
7333,490.77137797027547
3791,262.27447301561824
6559,421.015744366288
1945,198.54535016408119
1599,190.01517205754146
53,138.449269017782
3046,232.93590977890295
7951,574.5116502101574
3982,270.88499887028826
4486,300.6396705971425
6227,395.7211298690436
8170,598.4282228337756
7861,545.4510663217994
6250,396.33076428301683
62,138.56971543985972
8426,657.2281838391036
4385,289.5939824774199
4359,289.1778901782015
2913,229.9086755277574
6667,430.29141711325974
6107,388.01636870033576
5007,318.22787042806146
1296,176.615724723886
6407,411.0876111229414
3332,244.38025407132687
4335,286.1799287171947
7676,527.191502539867
6690,427.2007155518022
2307,206.3097633248139
8965,905.0845563205559
3107,236.08561377946637
6301,412.63903035230214
6627,422.66590625010815
364,150.14891862820753
5617,353.1810172187296
3813,262.43598944388
3282,242.85720597222416
4570,296.8011096849718
1239,174.94966769145122
1876,198.84304482065664
8431,667.7343689201958
7380,494.03239317469445
1115,173.93042722856165
77,140.44352939754955
4698,303.82275599398724
5590,363.6966324458226
3017,232.2021906908144
4419,290.45598894642495
819,164.539455535768
1603,189.0203895298053
3343,251.6052288755186
2736,222.50440187391183
6159,380.2817867001125
6198,389.2346387544443
734,159.37839242644728
3215,239.1618619253315
3161,233.65876961469087
2640,220.98495703774006
2678,219.16709121268926
5378,339.5571477516402
7927,556.5394495662774
6442,402.8858585114867
5903,369.15164772078356
8636,733.2855181243225
5280,341.65890181076736
1854,194.67492557511125
7479,507.530921653227
7580,517.212503353122
4630,295.7853119818082
6577,415.8155396376184
1764,194.84889822425717
2765,222.1308860510636
3754,263.2200063088035
4909,315.75310907658917
1418,186.14954199785666
390,151.1744182487334
6236,410.9830094268535
994,169.30685043093416
4295,276.12993683985707
8754,799.3146831380674
2195,207.40650074187045
6476,414.35279347840236
4018,271.71521956944343
5808,362.0983200118693
4896,313.0259627763843
1619,190.0919633400257
7643,529.4478615502567
3259,239.7407196818416
5301,339.74265782690566
6113,385.17071503152124
324,148.39693218373463
3412,251.20312969351738
4981,315.9925196275415
6057,390.9147716440399
1928,191.16212400373092
5907,377.4250141470892
6534,416.06467445782636
1524,186.63032998945542
7090,459.8878305709952
474,152.5006884213808
3864,264.5372534139856
4886,314.12192525033055
1974,200.08827761935436
4603,300.68011735654716
6439,409.92093918295893
6888,435.98114062817797
5913,368.7457652511882
8798,788.4869134991429
8050,584.25007956829
2815,225.92961837352044
4915,314.8424085773758
2074,203.77730941666306
8842,836.8267673973562
3153,234.10435966944215
1303,178.2980229958621
3945,270.87820709812326
6156,390.16964370278214
7486,497.59611616371546
287,147.34629428662612
4075,272.8282210080173
2488,214.01909853802852
8508,698.9280249495891
5076,322.670210433399
6116,387.49665952562964
4491,290.4300481834979
4855,310.4751066049885
8719,762.5070817699359
2583,212.1027047680692
55,137.5256195881259
5269,333.61862864292283
2703,222.7762584705238
6452,403.3619612556435
8751,770.7164494209726
2799,225.4838236951224
5625,358.0829944841472
3244,241.6303676586418
3698,262.41354389337107
180,143.64666027950923
8192,613.6739147457176
1451,184.72257512784205
583,158.13575966977612
2988,230.33557085173425
4161,281.647077916077
1985,203.07840280205696
5435,350.7400519437483
852,165.94870248584164
1140,172.41189614117494
3954,275.36520512234677
722,162.22146125887838
4427,290.88779762069544
286,147.06012159875593
4262,286.92117814387757
7966,571.4348680039361
1074,173.33076120788553
5655,365.03577371886774
8197,608.5686341753787
3663,257.33567316835286
5566,351.4860531209208
2015,200.77867686500957
5831,371.3637891625533
7999,564.9161095609572
8893,842.7241800254969
6573,430.0948483675685
1467,189.01939639400257
8826,803.315581764143
7727,534.1595974612717
3085,234.72487587919338
6082,382.9296941247094
8902,850.4201811703016
4147,280.3394645421948
8071,579.9257588045664
6480,411.6026102286222
5281,341.0060851287126
5135,328.478578572433
5608,358.1799485366892
4410,291.7324591546836
6016,383.2248720936318
8096,586.1446247335215
6461,415.0996158992847
1532,185.59038135303783
928,167.61982588426952
1063,172.12059599787227
8023,578.8596641071999
5937,367.99833228437467
1386,177.6139374791419
5177,332.24579342719386
1740,197.50995906004167
2431,211.0445802970002
7272,484.3803620053941
3594,261.446447397042
109,141.0890399883453
1068,172.2901421097383
2223,206.88479730071742
1230,175.8106208709306
2391,213.27340337840053
5106,325.6871625526163
303,147.35064575006717
2554,215.44367771773864
4625,297.1017095177312
4552,296.95306552440195
8900,846.6087596603965
5828,370.2256494594318
4061,274.5057385064235
8666,757.5475936018544
7944,558.5277621448212
7863,549.5188334627255
3193,239.02223026467914
562,155.77498957361348
1459,182.10184120584827
6871,442.343861903496
6997,454.45021974722584
2594,216.59460057443312
8354,641.0163716583404
7773,538.9917000808607
4858,308.0978700103458
7391,495.35836245577286
7526,513.1227579929966
1242,175.5467657672536
216,144.14157615556672
6747,434.87241462798056
567,153.97410590291463
3851,271.83619921332496
3918,266.8490573685301
6721,420.9775944519806
1181,175.93058683848977
8172,597.9566354343335
8564,703.6174056966056
24,137.22689200113584
3762,264.52777673178787
6456,396.524119777547
823,163.54434375892433
2312,210.76572946002725
1259,174.66997924295663
8235,613.4519122166141
8542,707.2522952301683
6506,418.12073158687156
